movieId,title,year,genres_clean,content,avg_rating,rating_count
1282,Fantasia,1940,Animation Children Fantasy Musical,fantasia animation children fantasy musical,3.7830188679245285,53.0
1283,High Noon,1952,Drama Western,high noon drama western,4.2105263157894735,19.0
1284,"Big Sleep, The",1946,Crime Film-Noir Mystery,big crime mystery,4.142857142857143,14.0
1285,Heathers,1989,Comedy,heathers comedy,3.731707317073171,41.0
1286,Somewhere in Time,1980,Drama Romance,somewhere time drama romance,3.0714285714285716,7.0
1287,Ben-Hur,1959,Action Adventure Drama,action adventure drama,3.9411764705882355,34.0
1288,This Is Spinal Tap,1984,Comedy,spinal tap comedy,4.015151515151516,66.0
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),1983,Documentary,koyaanisqatsi life documentary,3.8636363636363638,11.0
1290,Some Kind of Wonderful,1987,Drama Romance,kind wonderful drama romance,3.35,10.0
1291,Indiana Jones and the Last Crusade,1989,Action Adventure,indiana jones last crusade action adventure,4.046428571428572,140.0
1292,Being There,1979,Comedy Drama,comedy drama,3.95,20.0
1293,Gandhi,1982,Drama,gandhi drama,3.8333333333333335,27.0
1295,"Unbearable Lightness of Being, The",1988,Drama,unbearable lightness drama,3.227272727272727,11.0
1296,"Room with a View, A",1986,Drama Romance,room drama romance,3.7058823529411766,17.0
1297,Real Genius,1985,Comedy,real genius comedy,3.675,20.0
1298,Pink Floyd: The Wall,1982,Drama Musical,pink wall drama musical,3.760869565217391,23.0
1299,"Killing Fields, The",1984,Drama War,killing drama war,4.017857142857143,28.0
1300,My Life as a Dog (Mitt liv som hund),1985,Comedy Drama,life dog liv som comedy drama,4.166666666666667,9.0
1301,Forbidden Planet,1956,Drama Sci-Fi,forbidden planet drama,3.8076923076923075,13.0
1302,Field of Dreams,1989,Children Drama Fantasy,field dreams children drama fantasy,3.517857142857143,56.0
1303,"Man Who Would Be King, The",1975,Adventure Drama,man would adventure drama,4.029411764705882,17.0
1304,Butch Cassidy and the Sundance Kid,1969,Action Western,butch cassidy sundance kid action western,3.943548387096774,62.0
1306,Until the End of the World (Bis ans Ende der Welt),1991,Adventure Drama Sci-Fi,end world ans ende der adventure drama,2.7,5.0
1307,When Harry Met Sally...,1989,Comedy Romance,harry met comedy romance,3.8588235294117648,85.0
1320,Alien³ (a.k.a. Alien 3),1992,Action Horror Sci-Fi Thriller,alien action horror thriller,3.148936170212766,47.0
1321,"American Werewolf in London, An",1981,Comedy Horror Thriller,american werewolf comedy horror thriller,3.4130434782608696,23.0
1327,"Amityville Horror, The",1979,Drama Horror Mystery Thriller,amityville drama horror mystery thriller,2.6333333333333333,15.0
1333,"Birds, The",1963,Horror Thriller,horror thriller,3.602272727272727,44.0
1334,"Blob, The",1958,Horror Sci-Fi,horror,3.0,6.0
1339,Dracula (Bram Stoker's Dracula),1992,Fantasy Horror Romance Thriller,dracula fantasy horror romance thriller,3.4655172413793105,29.0
1342,Candyman,1992,Horror Thriller,candyman horror thriller,2.5,11.0
1343,Cape Fear,1991,Thriller,cape fear thriller,3.78,25.0
1344,Cape Fear,1962,Crime Drama Thriller,cape fear crime drama thriller,3.9642857142857144,14.0
1345,Carrie,1976,Drama Fantasy Horror Thriller,carrie drama fantasy horror thriller,3.3472222222222223,36.0
1346,Cat People,1982,Drama Fantasy Horror,cat people drama fantasy horror,2.8125,8.0
1347,"Nightmare on Elm Street, A",1984,Horror Thriller,nightmare elm horror thriller,3.0,27.0
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",1922,Horror,nosferatu eine symphonie des horror,3.53125,16.0
1350,"Omen, The",1976,Horror Mystery Thriller,horror mystery thriller,3.8181818181818183,22.0
1354,Breaking the Waves,1996,Drama Mystery,breaking waves drama mystery,4.071428571428571,7.0
1356,Star Trek: First Contact,1996,Action Adventure Sci-Fi Thriller,star first contact action adventure thriller,3.879120879120879,91.0
1357,Shine,1996,Drama Romance,shine drama romance,4.0,24.0
1358,Sling Blade,1996,Drama,sling blade drama,3.8404255319148937,47.0
1359,Jingle All the Way,1996,Children Comedy,jingle way children comedy,2.861111111111111,18.0
1361,Paradise Lost: The Child Murders at Robin Hood Hills,1996,Documentary,paradise child murders robin hood hills documentary,4.083333333333333,6.0
1363,"Preacher's Wife, The",1996,Drama,drama,3.5,5.0
1365,Ridicule,1996,Drama,ridicule drama,3.5833333333333335,6.0
1366,"Crucible, The",1996,Drama,drama,3.9,5.0
1367,101 Dalmatians,1996,Adventure Children Comedy,dalmatians adventure children comedy,3.074468085106383,47.0
1370,Die Hard 2,1990,Action Adventure Thriller,die hard action adventure thriller,3.4044117647058822,68.0
1371,Star Trek: The Motion Picture,1979,Adventure Sci-Fi,star motion picture adventure,3.0444444444444443,45.0
1372,Star Trek VI: The Undiscovered Country,1991,Action Mystery Sci-Fi,star trek undiscovered country action mystery,3.3452380952380953,42.0
1373,Star Trek V: The Final Frontier,1989,Action Sci-Fi,star trek final frontier action,2.6666666666666665,30.0
1374,Star Trek II: The Wrath of Khan,1982,Action Adventure Sci-Fi Thriller,star trek wrath khan action adventure thriller,3.7661290322580645,62.0
1375,Star Trek III: The Search for Spock,1984,Action Adventure Sci-Fi,star trek search spock action adventure,3.261904761904762,42.0
1376,Star Trek IV: The Voyage Home,1986,Adventure Comedy Sci-Fi,star trek voyage home adventure comedy,3.4767441860465116,43.0
1377,Batman Returns,1992,Action Crime,batman returns action crime,3.025,60.0
1378,Young Guns,1988,Action Comedy Western,young guns action comedy western,3.1,25.0
1379,Young Guns II,1990,Action Western,young guns ii action western,3.0,11.0
1380,Grease,1978,Comedy Musical Romance,grease comedy musical romance,3.139705882352941,68.0
1381,Grease 2,1982,Comedy Musical Romance,grease comedy musical romance,2.0789473684210527,19.0
1385,Under Siege,1992,Action Drama Thriller,siege action drama thriller,2.8541666666666665,24.0
1387,Jaws,1975,Action Horror,jaws action horror,4.0054945054945055,91.0
1388,Jaws 2,1978,Horror Thriller,jaws horror thriller,2.6176470588235294,17.0
1389,Jaws 3-D,1983,Action Horror,jaws action horror,1.4166666666666667,6.0
1390,My Fellow Americans,1996,Comedy,fellow americans comedy,2.6666666666666665,9.0
1391,Mars Attacks!,1996,Action Comedy Sci-Fi,mars action comedy,3.0930232558139537,86.0
1393,Jerry Maguire,1996,Drama Romance,jerry maguire drama romance,3.5941176470588236,85.0
1394,Raising Arizona,1987,Comedy,raising arizona comedy,3.9913793103448274,58.0
1395,Tin Men,1987,Comedy Drama,tin men comedy drama,3.0,5.0
1396,Sneakers,1992,Action Comedy Crime Drama Sci-Fi,sneakers action comedy crime drama,3.4782608695652173,46.0
1399,Marvin's Room,1996,Drama,room drama,3.1,5.0
1405,Beavis and Butt-Head Do America,1996,Adventure Animation Comedy Crime,beavis america adventure animation comedy crime,2.935483870967742,31.0
1407,Scream,1996,Comedy Horror Mystery Thriller,scream comedy horror mystery thriller,3.2,70.0
1408,"Last of the Mohicans, The",1992,Action Romance War Western,last action romance war western,3.8333333333333335,39.0
1409,Michael,1996,Comedy Drama Fantasy Romance,michael comedy drama fantasy romance,2.5,23.0
1411,Hamlet,1996,Crime Drama Romance,hamlet crime drama romance,4.0,16.0
1414,Mother,1996,Comedy,mother comedy,3.0,8.0
1416,Evita,1996,Drama Musical,evita drama musical,3.4166666666666665,12.0
1425,Fierce Creatures,1997,Comedy,fierce creatures comedy,3.0,8.0
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),1996,Action Adventure Comedy Thriller,first strike story first chaat goo si ji gaan daan yam action adventure comedy thriller,3.575,20.0
1431,Beverly Hills Ninja,1997,Action Comedy,beverly hills ninja action comedy,2.46875,16.0
1432,Metro,1997,Action Comedy Crime Drama Thriller,metro action comedy crime drama thriller,2.7142857142857144,7.0
1438,Dante's Peak,1997,Action Thriller,peak action thriller,2.625,24.0
1441,Benny & Joon,1993,Comedy Romance,benny joon comedy romance,3.473684210526316,19.0
1442,Prefontaine,1997,Drama,prefontaine drama,3.5,5.0
1445,McHale's Navy,1997,Comedy War,navy comedy war,2.142857142857143,7.0
1446,Kolya (Kolja),1996,Comedy Drama,kolya comedy drama,4.428571428571429,7.0
1449,Waiting for Guffman,1996,Comedy,waiting guffman comedy,3.875,24.0
1454,SubUrbia,1997,Comedy Drama,suburbia comedy drama,3.75,6.0
1457,Fools Rush In,1997,Comedy Drama Romance,fools rush comedy drama romance,3.0833333333333335,12.0
1459,Absolute Power,1997,Mystery Thriller,absolute power mystery thriller,2.6666666666666665,12.0
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation),1997,Comedy,vegas vacation las vegas comedy,2.3125,8.0
1464,Lost Highway,1997,Crime Drama Fantasy Film-Noir Mystery Romance,lost highway crime drama fantasy mystery romance,3.264705882352941,17.0
1466,Donnie Brasco,1997,Crime Drama,donnie brasco crime drama,3.7403846153846154,52.0
1468,Booty Call,1997,Comedy Romance,booty call comedy romance,2.6,5.0
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle),1997,Children Comedy,jungle children comedy,2.1363636363636362,11.0
1476,Private Parts,1997,Comedy Drama,private parts comedy drama,3.5384615384615383,26.0
1479,"Saint, The",1997,Action Romance Sci-Fi Thriller,action romance thriller,3.216666666666667,30.0
1480,Smilla's Sense of Snow,1997,Drama Thriller,sense snow drama thriller,3.3636363636363638,11.0
1483,Crash,1996,Drama Thriller,crash drama thriller,3.090909090909091,11.0
1485,Liar Liar,1997,Comedy,liar liar comedy,3.0337837837837838,74.0
1487,Selena,1997,Drama Musical,selena drama musical,3.0,5.0
1488,"Devil's Own, The",1997,Action Drama Thriller,action drama thriller,2.8333333333333335,15.0
1498,Inventing the Abbotts,1997,Drama Romance,inventing abbotts drama romance,3.0,5.0
1499,Anaconda,1997,Action Adventure Thriller,anaconda action adventure thriller,1.9259259259259258,27.0
1500,Grosse Pointe Blank,1997,Comedy Crime Romance,grosse pointe blank comedy crime romance,3.610169491525424,59.0
1513,Romy and Michele's High School Reunion,1997,Comedy,romy high school reunion comedy,2.9655172413793105,29.0
1515,Volcano,1997,Action Drama Thriller,volcano action drama thriller,2.1,15.0
1517,Austin Powers: International Man of Mystery,1997,Action Adventure Comedy,austin international man mystery action adventure comedy,3.535,100.0
1518,Breakdown,1997,Action Thriller,breakdown action thriller,3.3461538461538463,13.0
1527,"Fifth Element, The",1997,Action Adventure Comedy Sci-Fi,fifth action adventure comedy,3.7456896551724137,116.0
1537,Shall We Dance? (Shall We Dansu?),1996,Comedy Drama Romance,shall comedy drama romance,3.8076923076923075,13.0
1541,Addicted to Love,1997,Comedy Romance,addicted love comedy romance,2.7,10.0
1542,Brassed Off,1996,Comedy Drama Romance,brassed comedy drama romance,3.7142857142857144,7.0
1544,"Lost World: Jurassic Park, The",1997,Action Adventure Sci-Fi Thriller,lost jurassic action adventure thriller,2.753731343283582,67.0
1552,Con Air,1997,Action Adventure Thriller,con air action adventure thriller,3.0338983050847457,59.0
1554,"Pillow Book, The",1996,Drama Romance,pillow drama romance,2.4,5.0
1556,Speed 2: Cruise Control,1997,Action Romance Thriller,speed cruise control action romance thriller,1.605263157894737,19.0
1562,Batman & Robin,1997,Action Adventure Fantasy Thriller,batman robin action adventure fantasy thriller,2.2142857142857144,42.0
1566,Hercules,1997,Adventure Animation Children Comedy Musical,hercules adventure animation children comedy musical,3.4516129032258065,31.0
1569,My Best Friend's Wedding,1997,Comedy Romance,best wedding comedy romance,3.5,40.0
1573,Face/Off,1997,Action Crime Drama Thriller,action crime drama thriller,3.3701298701298703,77.0
1580,Men in Black (a.k.a. MIB),1997,Action Comedy Sci-Fi,men black action comedy,3.487878787878788,165.0
1582,Wild America,1997,Adventure Children,wild america adventure children,2.6,5.0
1584,Contact,1997,Drama Sci-Fi,contact drama,3.652439024390244,82.0
1586,G.I. Jane,1997,Action Drama,jane action drama,2.7954545454545454,22.0
1587,Conan the Barbarian,1982,Action Adventure Fantasy,conan barbarian action adventure fantasy,3.2580645161290325,31.0
1588,George of the Jungle,1997,Children Comedy,george jungle children comedy,3.075,20.0
1589,Cop Land,1997,Action Crime Drama Thriller,cop land action crime drama thriller,3.28125,16.0
1590,Event Horizon,1997,Horror Sci-Fi Thriller,event horizon horror thriller,2.94,25.0
1591,Spawn,1997,Action Adventure Sci-Fi Thriller,spawn action adventure thriller,2.6346153846153846,26.0
1593,Picture Perfect,1997,Comedy Romance,picture perfect comedy romance,2.8333333333333335,6.0
1594,In the Company of Men,1997,Comedy Drama,company men comedy drama,4.083333333333333,6.0
1597,Conspiracy Theory,1997,Drama Mystery Romance Thriller,conspiracy theory drama mystery romance thriller,2.941860465116279,43.0
1603,Mimic,1997,Horror Sci-Fi Thriller,mimic horror thriller,2.4615384615384617,13.0
1608,Air Force One,1997,Action Thriller,air force one action thriller,3.3448275862068964,58.0
1610,"Hunt for Red October, The",1990,Action Adventure Thriller,hunt red action adventure thriller,3.8722222222222222,90.0
1611,My Own Private Idaho,1991,Drama Romance,private idaho drama romance,4.1,5.0
1614,In & Out,1997,Comedy,comedy,2.7884615384615383,26.0
1615,"Edge, The",1997,Adventure Drama,adventure drama,3.0,11.0
1616,"Peacemaker, The",1997,Action Thriller War,action thriller war,3.025,20.0
1617,L.A. Confidential,1997,Crime Film-Noir Mystery Thriller,confidential crime mystery thriller,4.061855670103093,97.0
1619,Seven Years in Tibet,1997,Adventure Drama War,seven years tibet adventure drama war,3.4285714285714284,14.0
1620,Kiss the Girls,1997,Crime Drama Mystery Thriller,kiss girls crime drama mystery thriller,3.1153846153846154,13.0
1625,"Game, The",1997,Drama Mystery Thriller,drama mystery thriller,3.7012987012987013,77.0
1627,U Turn,1997,Crime Drama Mystery,u turn crime drama mystery,3.357142857142857,7.0
1633,Ulee's Gold,1997,Drama,gold drama,4.0,5.0
1635,"Ice Storm, The",1997,Drama,ice drama,3.8823529411764706,17.0
1639,Chasing Amy,1997,Comedy Drama Romance,chasing amy comedy drama romance,3.576923076923077,52.0
1641,"Full Monty, The",1997,Comedy Drama,full comedy drama,3.7589285714285716,56.0
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",1997,Drama Romance,brown drama romance,3.8,5.0
1644,I Know What You Did Last Summer,1997,Horror Mystery Thriller,know last summer horror mystery thriller,2.109375,32.0
1645,The Devil's Advocate,1997,Drama Mystery Thriller,advocate drama mystery thriller,3.411764705882353,51.0
1646,RocketMan (a.k.a. Rocket Man),1997,Children Comedy Romance Sci-Fi,rocketman rocket children comedy romance,2.142857142857143,7.0
1653,Gattaca,1997,Drama Sci-Fi Thriller,gattaca drama thriller,3.953488372093023,86.0
1658,"Life Less Ordinary, A",1997,Romance Thriller,life less romance thriller,3.0625,8.0
1663,Stripes,1981,Comedy War,stripes comedy war,3.7941176470588234,34.0
1665,Bean,1997,Comedy,bean comedy,2.96875,16.0
1667,Mad City,1997,Action Drama,mad city action drama,2.1,5.0
1672,"Rainmaker, The",1997,Drama,drama,3.375,12.0
1673,Boogie Nights,1997,Drama,boogie nights drama,4.076923076923077,39.0
1674,Witness,1985,Drama Romance Thriller,witness drama romance thriller,3.65,40.0
1676,Starship Troopers,1997,Action Sci-Fi,starship troopers action,3.33125,80.0
1678,"Joy Luck Club, The",1993,Drama Romance,joy luck drama romance,3.5,10.0
1680,Sliding Doors,1998,Drama Romance,sliding doors drama romance,3.6,25.0
1681,Mortal Kombat: Annihilation,1997,Action Adventure Fantasy,mortal annihilation action adventure fantasy,1.9285714285714286,7.0
1682,"Truman Show, The",1998,Comedy Drama Sci-Fi,truman comedy drama,3.812,125.0
1683,"Wings of the Dove, The",1997,Drama Romance,wings drama romance,4.416666666666667,6.0
1687,"Jackal, The",1997,Action Thriller,action thriller,3.2222222222222223,18.0
1688,Anastasia,1997,Adventure Animation Children Drama Musical,anastasia adventure animation children drama musical,3.35,20.0
1689,"Man Who Knew Too Little, The",1997,Comedy Crime Thriller,man knew comedy crime thriller,2.2142857142857144,7.0
1690,Alien: Resurrection,1997,Action Horror Sci-Fi,resurrection action horror,2.922222222222222,45.0
1693,Amistad,1997,Drama Mystery,amistad drama mystery,3.5,19.0
1694,"Apostle, The",1997,Drama,drama,3.0,7.0
1701,Deconstructing Harry,1997,Comedy Drama,deconstructing harry comedy drama,3.875,8.0
1702,Flubber,1997,Children Comedy Fantasy,flubber children comedy fantasy,3.0,16.0
1703,For Richer or Poorer,1997,Comedy,richer poorer comedy,2.9,5.0
1704,Good Will Hunting,1997,Drama Romance,good hunting drama romance,4.078014184397163,141.0
1707,Home Alone 3,1997,Children Comedy,home alone children comedy,1.875,8.0
1711,Midnight in the Garden of Good and Evil,1997,Crime Drama Mystery,midnight garden good evil crime drama mystery,3.1041666666666665,24.0
1713,Mouse Hunt,1997,Children Comedy,mouse hunt children comedy,3.0714285714285716,7.0
1717,Scream 2,1997,Comedy Horror Mystery Thriller,scream comedy horror mystery thriller,2.9193548387096775,31.0
1719,"Sweet Hereafter, The",1997,Drama,sweet drama,4.25,16.0
1721,Titanic,1997,Drama Romance,titanic drama romance,3.414285714285714,140.0
1722,Tomorrow Never Dies,1997,Action Adventure Thriller,tomorrow never dies action adventure thriller,3.066666666666667,45.0
1726,"Postman, The",1997,Action Adventure Drama Sci-Fi,action adventure drama,2.6923076923076925,13.0
1729,Jackie Brown,1997,Crime Drama Thriller,jackie brown crime drama thriller,3.6979166666666665,48.0
1732,"Big Lebowski, The",1998,Comedy Crime,big comedy crime,3.9245283018867925,106.0
1734,My Life in Pink (Ma vie en rose),1997,Comedy Drama,life pink vie en comedy drama,4.055555555555555,9.0
1735,Great Expectations,1998,Drama Romance,great expectations drama romance,3.3181818181818183,11.0
1747,Wag the Dog,1997,Comedy,wag dog comedy,3.338709677419355,31.0
1748,Dark City,1998,Adventure Film-Noir Sci-Fi Thriller,dark city adventure thriller,3.8229166666666665,48.0
1753,Half Baked,1998,Comedy,half baked comedy,3.59375,16.0
1754,Fallen,1998,Crime Drama Fantasy Thriller,fallen crime drama fantasy thriller,3.5,15.0
1755,Shooting Fish,1997,Comedy Romance,shooting fish comedy romance,4.1,5.0
1760,Spice World,1997,Comedy,spice world comedy,1.35,10.0
1762,Deep Rising,1998,Action Horror Sci-Fi,deep rising action horror,2.3,5.0
1769,"Replacement Killers, The",1998,Action Crime Thriller,replacement action crime thriller,2.9285714285714284,14.0
1772,Blues Brothers 2000,1998,Action Comedy Musical,blues brothers action comedy musical,2.7083333333333335,12.0
1777,"Wedding Singer, The",1998,Comedy Romance,wedding comedy romance,3.419642857142857,56.0
1779,Sphere,1998,Sci-Fi Thriller,sphere thriller,2.760869565217391,23.0
1783,Palmetto,1998,Crime Drama Mystery Romance Thriller,palmetto crime drama mystery romance thriller,2.8,5.0
1784,As Good as It Gets,1997,Comedy Drama Romance,good gets comedy drama romance,3.6979166666666665,96.0
1785,King of New York,1990,Crime Thriller,king new york crime thriller,3.9,5.0
1792,U.S. Marshals,1998,Action Crime Thriller,marshals action crime thriller,3.0217391304347827,23.0
1797,Everest,1998,Documentary IMAX,everest documentary imax,4.25,6.0
1799,Suicide Kings,1997,Comedy Crime Drama Mystery Thriller,suicide kings comedy crime drama mystery thriller,3.423076923076923,13.0
1801,"Man in the Iron Mask, The",1998,Action Adventure Drama,man iron action adventure drama,3.5,25.0
1805,Wild Things,1998,Crime Drama Mystery Thriller,wild things crime drama mystery thriller,3.0161290322580645,31.0
1806,Paulie,1998,Adventure Children Comedy,paulie adventure children comedy,2.3125,8.0
1809,Fireworks (Hana-bi),1997,Crime Drama,fireworks crime drama,4.0,6.0
1810,Primary Colors,1998,Comedy Drama,primary colors comedy drama,3.5,11.0
1821,"Object of My Affection, The",1998,Comedy Romance,object comedy romance,2.6666666666666665,6.0
1831,Lost in Space,1998,Action Adventure Sci-Fi,lost space action adventure,2.4482758620689653,29.0
1833,Mercury Rising,1998,Action Drama Thriller,mercury rising action drama thriller,3.0,13.0
1834,"Spanish Prisoner, The",1997,Crime Drama Mystery Thriller,spanish crime drama mystery thriller,4.0,11.0
1835,City of Angels,1998,Drama Fantasy Romance,city angels drama fantasy romance,3.3823529411764706,17.0
1840,He Got Game,1998,Drama,got game drama,3.2142857142857144,7.0
1845,Zero Effect,1998,Comedy Mystery Thriller,zero effect comedy mystery thriller,3.966666666666667,15.0
1848,"Borrowers, The",1997,Adventure Children Comedy Fantasy,adventure children comedy fantasy,3.0416666666666665,12.0
1855,Krippendorf's Tribe,1998,Comedy,tribe comedy,2.5714285714285716,7.0
1858,Mr. Nice Guy (Yat goh ho yan),1997,Action Comedy,nice guy goh ho action comedy,2.5625,8.0
1862,Species II,1998,Horror Sci-Fi,species ii horror,1.9444444444444444,9.0
1863,Major League: Back to the Minors,1998,Comedy,major back minors comedy,2.4285714285714284,7.0
1866,"Big Hit, The",1998,Action Comedy Crime,big action comedy crime,2.9285714285714284,7.0
1873,"Misérables, Les",1998,Crime Drama Romance War,les crime drama romance war,3.75,10.0
1875,Clockwatchers,1997,Comedy,clockwatchers comedy,3.9166666666666665,6.0
1876,Deep Impact,1998,Drama Sci-Fi Thriller,deep impact drama thriller,3.0697674418604652,43.0
1882,Godzilla,1998,Action Sci-Fi Thriller,godzilla action thriller,1.9545454545454546,33.0
1883,Bulworth,1998,Comedy Drama Romance,bulworth comedy drama romance,3.2708333333333335,24.0
1884,Fear and Loathing in Las Vegas,1998,Adventure Comedy Drama,fear loathing las vegas adventure comedy drama,3.967391304347826,46.0
1885,"Opposite of Sex, The",1998,Comedy Drama Romance,opposite comedy drama romance,3.125,12.0
1889,Insomnia,1997,Drama Mystery Thriller,insomnia drama mystery thriller,3.75,8.0
1892,"Perfect Murder, A",1998,Thriller,perfect thriller,3.28125,16.0
1894,Six Days Seven Nights,1998,Adventure Comedy Romance,six days seven nights adventure comedy romance,2.84375,16.0
1895,Can't Hardly Wait,1998,Comedy Drama Romance,hardly wait comedy drama romance,3.3333333333333335,15.0
1907,Mulan,1998,Adventure Animation Children Comedy Drama Musical Romance,mulan adventure animation children comedy drama musical romance,3.566666666666667,45.0
1909,"X-Files: Fight the Future, The",1998,Action Crime Mystery Sci-Fi Thriller,fight action crime mystery thriller,3.4404761904761907,42.0
1911,Dr. Dolittle,1998,Comedy,dolittle comedy,2.609375,32.0
1912,Out of Sight,1998,Comedy Crime Drama Romance Thriller,sight comedy crime drama romance thriller,3.859375,32.0
1914,Smoke Signals,1998,Comedy Drama,smoke signals comedy drama,3.388888888888889,9.0
1916,Buffalo '66 (a.k.a. Buffalo 66),1998,Drama Romance,buffalo buffalo drama romance,3.4166666666666665,12.0
1917,Armageddon,1998,Action Romance Sci-Fi Thriller,armageddon action romance thriller,3.0543478260869565,92.0
1918,Lethal Weapon 4,1998,Action Comedy Crime Thriller,lethal weapon action comedy crime thriller,2.8484848484848486,33.0
1919,Madeline,1998,Children Comedy,madeline children comedy,2.5,5.0
1920,Small Soldiers,1998,Animation Children Fantasy War,small soldiers animation children fantasy war,2.8333333333333335,18.0
1921,Pi,1998,Drama Sci-Fi Thriller,pi drama thriller,3.851063829787234,47.0
1923,There's Something About Mary,1998,Comedy Romance,something mary comedy romance,3.676190476190476,105.0
1924,Plan 9 from Outer Space,1959,Horror Sci-Fi,plan outer space horror,3.1875,8.0
1927,All Quiet on the Western Front,1930,Action Drama War,quiet western front action drama war,4.35,10.0
1931,Mutiny on the Bounty,1935,Adventure Drama,mutiny bounty adventure drama,4.166666666666667,6.0
1939,"Best Years of Our Lives, The",1946,Drama War,best years drama war,4.0625,8.0
1944,From Here to Eternity,1953,Drama Romance War,eternity drama romance war,3.9545454545454546,11.0
1945,On the Waterfront,1954,Crime Drama,waterfront crime drama,4.1875,24.0
1947,West Side Story,1961,Drama Musical Romance,west side story drama musical romance,3.6029411764705883,34.0
1948,Tom Jones,1963,Adventure Comedy Romance,tom jones adventure comedy romance,3.642857142857143,7.0
1949,"Man for All Seasons, A",1966,Drama,man drama,4.333333333333333,6.0
1950,In the Heat of the Night,1967,Drama Mystery,heat night drama mystery,4.181818181818182,11.0
1951,Oliver!,1968,Drama Musical,drama musical,3.5714285714285716,7.0
1952,Midnight Cowboy,1969,Drama,midnight cowboy drama,3.9545454545454546,22.0
1953,"French Connection, The",1971,Action Crime Thriller,french action crime thriller,3.871794871794872,39.0
1954,Rocky,1976,Drama,rocky drama,3.828125,64.0
1955,Kramer vs. Kramer,1979,Drama,kramer kramer drama,3.892857142857143,14.0
1956,Ordinary People,1980,Drama,ordinary people drama,4.0,12.0
1957,Chariots of Fire,1981,Drama,chariots fire drama,4.038461538461538,13.0
1958,Terms of Endearment,1983,Comedy Drama,terms endearment comedy drama,3.7954545454545454,22.0
1959,Out of Africa,1985,Drama Romance,africa drama romance,3.6666666666666665,15.0
1960,"Last Emperor, The",1987,Drama,last drama,3.6923076923076925,26.0
1961,Rain Man,1988,Drama,rain man drama,3.8072916666666665,96.0
1962,Driving Miss Daisy,1989,Drama,driving miss daisy drama,3.739130434782609,23.0
1963,Take the Money and Run,1969,Comedy Crime,take money run comedy crime,3.3636363636363638,11.0
1964,Klute,1971,Drama Mystery,klute drama mystery,4.083333333333333,6.0
1965,Repo Man,1984,Comedy Sci-Fi,repo man comedy,3.380952380952381,21.0
1966,Metropolitan,1990,Comedy,metropolitan comedy,3.625,8.0
1967,Labyrinth,1986,Adventure Fantasy Musical,labyrinth adventure fantasy musical,3.8214285714285716,42.0
1968,"Breakfast Club, The",1985,Comedy Drama,breakfast comedy drama,3.7787610619469025,113.0
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A",1985,Horror,nightmare elm street horror,2.35,10.0
1970,"Nightmare on Elm Street 3: Dream Warriors, A",1987,Horror Thriller,nightmare elm street dream horror thriller,2.9166666666666665,12.0
1971,"Nightmare on Elm Street 4: The Dream Master, A",1988,Horror Thriller,nightmare elm street dream horror thriller,2.4285714285714284,7.0
1972,"Nightmare on Elm Street 5: The Dream Child, A",1989,Horror,nightmare elm street dream horror,2.142857142857143,7.0
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A)",1991,Horror,final nightmare elm street part horror,2.2,5.0
1974,Friday the 13th,1980,Horror Mystery Thriller,friday horror mystery thriller,2.875,16.0
1975,Friday the 13th Part 2,1981,Horror,friday part horror,2.5,7.0
1976,Friday the 13th Part 3: 3D,1982,Horror,friday part horror,2.2142857142857144,7.0
1977,Friday the 13th Part IV: The Final Chapter,1984,Horror,friday part final chapter horror,2.5833333333333335,6.0
1982,Halloween,1978,Horror,halloween horror,3.7222222222222223,27.0
1983,Halloween II,1981,Horror,halloween ii horror,2.4,5.0
1991,Child's Play,1988,Horror Thriller,play horror thriller,2.7083333333333335,12.0
1993,Child's Play 3,1991,Comedy Horror Thriller,play comedy horror thriller,1.8,5.0
1994,Poltergeist,1982,Horror Thriller,poltergeist horror thriller,3.425531914893617,47.0
1995,Poltergeist II: The Other Side,1986,Horror Thriller,poltergeist side horror thriller,1.6666666666666667,6.0
1997,"Exorcist, The",1973,Horror Mystery,horror mystery,3.80188679245283,53.0
2000,Lethal Weapon,1987,Action Comedy Crime Drama,lethal weapon action comedy crime drama,3.6733333333333333,75.0
2001,Lethal Weapon 2,1989,Action Comedy Crime Drama,lethal weapon action comedy crime drama,3.1808510638297873,47.0
2002,Lethal Weapon 3,1992,Action Comedy Crime Drama,lethal weapon action comedy crime drama,2.9347826086956523,46.0
2003,Gremlins,1984,Comedy Horror,gremlins comedy horror,3.3780487804878048,41.0
2004,Gremlins 2: The New Batch,1990,Comedy Horror,gremlins new batch comedy horror,3.3333333333333335,15.0
2005,"Goonies, The",1985,Action Adventure Children Comedy Fantasy,action adventure children comedy fantasy,3.5701754385964914,57.0
2006,"Mask of Zorro, The",1998,Action Comedy Romance,mask action comedy romance,3.1,60.0
